BALANCE_FREQUENCY,PURCHASES,INSTALLMENTS_PURCHASES,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
1,979.11,782.06,2900,1097.760409,1330.385356
1,0,0,3000,713.179379,1013.177624
1,31.23,31.23,2500,4045.49694,82.129945
1,855.99,855.99,3000,816.582936,122.653219
1,2564.08,1399.08,8500,1363.695769,628.433833
1,451.9,116.9,2500,569.867313,482.831701
1,4381.86,1556.3,7000,2410.061408,1205.692287
1,79,0,1500,357.720268,213.991077
0.272727,305.79,0,3000,566.857973,41.54037
1,1186.09,789.09,500,1487.08197,769.568121
1,1847.57,1005.98,3350,1652.359591,624.9314
1,746.31,259.04,4200,3286.143282,735.695479
0.454545,530,530,1000,538.553454,49.080612
1,1240.04,0,8000,2724.967965,2726.278972
1,1831.57,1133.63,8000,427.189102,325.34638
1,49.89,0,1500,348.530192,330.552082
0.727273,326.64,0,3000,3434.224242,589.095389
1,0,0,2000,422.017882,415.210454
0,18.77,18.77,5000,0,
1,0,0,1500,266.59382,276.874306
1,2219.53,786.67,5700,2073.117846,183.251598
1,0,0,1200,343.313124,254.04276
0.181818,99,0,1500,96.255421,13.60646
1,1517.85,0,6000,1157.021023,1085.111218
0.875,245.85,245.85,1500,209.736381,65.920948
1,71.8,0,3500,304.742004,415.236204
1,3669.72,0,13000,3512.263933,217.919829
1,0,0,3000,857.062706,375.080858
1,324.3,0,7000,7975.31466,1302.96803
1,0,0,1200,327.423796,168.363818
0.363636,0,0,10500,20740.15941,671.319778
0.181818,0,0,3000,10893.77844,54.765004
1,847.66,81.86,7500,3273.326636,718.558976
0.454545,133.16,133.16,6500,210.448172,111.554771
1,285.69,0,3000,389.787483,421.667803
1,94,0,1400,539.459472,456.550057
1,0,0,10500,2933.325551,3178.835456
0.818182,330.25,0,2500,509.309215,134.968858
1,356.62,48.36,1600,641.34086,663.87709
1,1987.76,925.32,6000,753.735014,306.442797
1,0,0,4400,554.846112,173.790575
1,657.05,657.05,2000,894.424776,915.822464
1,83.45,83.45,7000,837.430224,1596.597441
1,0,0,10000,13001.03715,3897.073997
0.818182,995.62,592.83,7500,767.241839,133.121651
1,7244.98,4787.51,6200,6151.929937,197.28441
1,0,0,1500,315.553886,315.206825
0.818182,1200,1200,8000,1654.263363,129.321856
1,0,0,11500,974.764661,217.361776
1,757.8,757.8,8000,345.385827,166.714261
0.545455,158.2,0,6500,6585.792428,559.387332
1,736.24,256.24,7000,2267.012612,518.201767
0.818182,68,0,3000,3845.144477,709.872779
1,1900.63,0,4000,674.748921,786.205716
1,1257.77,717.12,15000,20873.22194,2522.629723
1,489.24,489.24,1000,1660.010795,207.644586
1,0,0,6500,1023.016247,938.580888
1,2834.03,861.81,6000,1333.71178,301.821505
1,709.01,0,2000,716.721864,170.422207
0.875,56,0,2500,375.558603,413.255193
0.818182,328.7,0,8000,4256.385553,935.303835
1,736.26,310.64,6000,3636.148663,336.850732
1,261.89,122.7,1700,309.348573,1196.937133
1,2115.76,1585.76,4000,1953.639143,172.233875
1,71.38,71.38,3000,547.424357,647.111708
0.818182,374.4,374.4,1000,419.512265,2.891346
1,0,0,2500,624.147899,699.416582
1,1170.48,0,4500,1078.964657,247.32444
0.636364,861.9,711.9,6000,1426.507994,147.707838
0.818182,0,0,3000,382.425723,292.838637
1,0,0,500,172.645901,231.115707
1,0.01,0,12000,1071.665067,1998.26387
0.555556,0,0,3000,578.821763,473.168189
1,4185.94,3287.8,6000,3836.06844,175.475265
1,3682.11,1208.31,10000,3259.008834,218.502255
1,2000,0,2000,448.300443,348.836471
1,0,0,1050,1601.295316,225.711121
0.818182,1045.84,0,1850,530.125935,171.522214
0.833333,0,0,10000,329.077571,216.751158
1,900.87,900.87,5500,92.865469,50260.75947
0.636364,1909.13,1879.13,2000,1831.935279,21.095616
1,2214.64,964.34,9000,1428.539668,930.608759
1,1832.92,0,6500,1425.425074,231.1444
1,1799.03,0,10000,1770.472642,215.536534
1,394.95,117,6000,339.702306,175.28579
0.857143,165.5,0,1200,375.839637,481.804214
0.857143,320.01,251.01,1200,195.595593,673.698985
1,1121.86,952.66,3500,3312.219079,195.611673
0.636364,231.25,231.25,4000,209.115604,94.901424
1,623.19,623.19,2800,719.914581,867.218309
1,532.93,532.93,3000,686.935875,150.108154
1,188.6,0,9000,1421.954639,1452.249653
1,718.44,718.44,3000,885.366764,174.343817
1,2018.13,472.9,7000,2575.541309,661.487315
1,0,0,5000,865.821715,1977.876309
1,227.44,0,4500,316.388557,191.312297
1,0,0,10000,1325.649779,1227.092304
1,1126.32,545.88,9000,1136.224986,177.605867
1,740.75,740.75,14000,3281.898514,2912.794724
1,921.12,399.98,6200,1323.776141,1011.025921
0.909091,239.71,239.71,700,358.108438,130.741607
1,0,0,1200,239.80734,225.238271
1,0,0,8500,710.854365,685.291892
1,518.31,405,1200,1141.190295,980.845115
1,433.31,233.31,1000,363.064207,430.485462
1,1307.18,544.68,9000,2167.293003,539.880492
1,0,0,7500,4293.062891,5255.006819
1,898.43,419.43,4500,1067.435442,1116.032132
1,80.44,80.44,3000,137.217255,81.263818
1,0,0,7000,577.962789,171.809634
1,159.96,159.96,4000,356.317359,522.252346
1,0,0,3000,813.686705,1449.354152
0.909091,493.32,343.39,5000,471.382074,153.842106
1,0,0,2500,428.488182,715.614697
1,655.68,655.68,1000,718.537117,162.732686
0.909091,0,0,1400,205.709969,271.728487
1,505.48,0,1950,188.304134,302.43456
0.727273,43.3,43.3,7000,526.604881,207.134146
1,2955.91,2003.4,8000,2456.581737,209.435975
1,153.95,0,6500,1908.258846,365.472319
0.166667,272.9,203,6000,313.913093,81.433073
1,831.89,0,1200,381.967601,457.75848
1,7465.91,1390.29,18500,2403.16006,2207.068883
1,0,0,7500,1756.557983,2302.022679
1,2372.98,0,4500,659.726225,874.537967
0.818182,6200.71,458.1,7000,7932.430735,271.788449
1,0,0,10000,2021.908233,1918.555864
1,1545.03,1420.31,6500,1182.107223,187.489659
0.727273,350,0,3000,828.8943,175.629153
1,709.98,709.98,1000,727.104508,168.805075
1,0,0,1600,353.686721,428.150067
1,365.26,176.7,8000,3311.192387,4903.859993
1,11500.94,8409.93,14000,20122.00545,1617.014574
0.636364,1554.39,380,6000,1006.702329,139.902685
1,2724.76,2152,8500,2600.70524,190.766768
1,2590.27,487.81,2500,1825.405687,173.164117
0.909091,2092,850,5181.818182,3476.019003,330.828719
1,208.41,0,3000,708.100631,154.96528
0.363636,27.99,0,6500,187.172733,56.066059
1,178.4,178.4,2500,130.650758,166.81518
0.090909,132,132,19500,3610.565153,66.187935
1,0,0,5000,1428.511775,1322.626868
0.727273,145.85,145.85,1000,263.681773,130.725349
1,0,0,1200,797.029627,1026.510864
1,56.38,56.38,1600,398.98255,422.371745
1,0,0,300,347.227774,148.87441
0.727273,354,0,1200,1697.98971,217.875105
1,1497.2,195.94,7000,1453.119488,632.472511
1,1689.09,1689.09,6000,2046.509543,2256.318292
1,3644.35,33.75,3500,3879.940821,864.045134
0.363636,0,0,7000,4021.956752,410.666163
0.545455,800.55,214,7000,1584.89763,147.859998
1,1580.34,216,5500,1712.233039,1485.721729
1,443.71,443.71,1000,372.548129,228.365901
1,312.15,312.15,1500,671.70656,1458.363763
0.545455,320,320,2500,559.713369,65.554557
0.875,157.4,0,1200,1494.480376,2638.59841
1,8391.55,8391.55,8500,6322.388249,7912.050279
1,462.75,0,5500,185.002877,170.274498
1,11522.9,376.62,4500,11082.51429,237.006434
0.363636,909,0,3000,340.201751,55.410769
0.363636,872.7,0,2500,2411.060444,44.981723
0.333333,27.98,0,2500,57.785065,154.349034
1,993.96,748.37,6000,2752.623744,489.842903
1,499.59,499.59,2700,555.286351,617.276328
1,88.08,88.08,1500,453.199092,321.319929
1,0,0,1500,274.985583,493.392656
1,1641.48,264.42,7000,3423.435143,629.237655
0.875,144,144,1500,173.881319,96.495473
1,4126.75,0,10500,6061.100911,1113.256834
1,3809.71,0,16500,2837.599645,238.075524
0.818182,2953.03,0,5000,3123.296573,118.209566
1,967.61,570,5000,1778.725826,477.542826
1,49.09,0,6500,1405.747523,189.159601
1,1498.28,831.28,12000,1343.450205,189.406063
1,1792.15,0,11500,2373.896899,2184.394699
1,511.12,232.52,4500,1378.838332,2569.377585
1,0,0,4500,1216.465192,935.585513
0.833333,386,386,1000,425.996964,65.250637
1,1076.01,0,9500,1828.936956,2608.291402
0.636364,160,0,500,197.019336,94.411065
0.666667,0,0,1200,171.743821,113.220269
1,507,0,8500,6802.892319,8644.138069
1,0,0,1500,3208.182454,236.90696
0.727273,592.88,141.7,12000,1111.148943,120.742325
1,212.64,0,2000,1121.381513,2669.122014
1,453.12,0,5000,1160.859524,1067.666256
1,0,0,3000,668.918811,553.243869
1,0,0,3000,810.389383,1147.376672
0.818182,1381.14,354,2500,1457.406626,128.626652
1,1248.09,418.64,5000,1316.455236,210.906103
1,348,0,9000,2893.195013,419.016946
1,2617.61,1274.92,2500,2948.963493,164.864181
1,1500,0,2200,2200.280484,1436.215703
1,1423.71,0,5000,1410.310559,423.078833
0.363636,201,96.5,2500,479.948299,142.198683
0.875,423.38,200,8000,813.94163,1523.155003
1,0,0,6500,800.677168,1588.441785
1,923.99,923.99,8500,8805.280436,1134.632482
1,159,0,9000,1620.868564,2568.327034
0.818182,0,0,3000,727.929858,5.03821
1,1307.39,1222.94,8500,2072.817061,2983.977594
1,1345.81,1119.81,9500,2069.156797,2410.701385
0.818182,2634.7,223.17,7500,2295.964836,103.773786
1,0,0,3500,766.728773,1044.358428
1,2009.64,1803.64,16500,1886.871621,150.495102
0.363636,525.17,0,8500,515.996856,37.409861
0.818182,955.87,0,13500,1201.853087,99.945036
1,0,0,2000,412.848153,599.972398
0.363636,169.24,0,1200,166.658504,42.777345
1,1139.2,1139.2,3000,957.152839,116.355394
1,110.8,0,3000,551.431723,565.627471
1,0,0,1200,1535.018327,274.518511
0.727273,283.15,283.15,5000,206.688202,101.894341
1,390,0,3200,6537.913767,2729.078978
1,2153.11,827.11,9500,3032.171255,2764.780103
1,288.47,288.47,1700,673.92358,1361.538435
0.181818,345.29,0,1200,0,
1,797.27,314.96,6000,1177.010626,261.521082
1,0,0,5500,3202.100651,12449.67391
1,162.28,162.28,1000,333.663574,462.345834
1,75.87,0,1500,328.843583,544.816677
0.272727,0,0,3000,7094.254317,248.788237
1,366.6,366.6,2000,335.625679,164.248719
1,0,0,1200,462.290269,469.620367
0.857143,750.19,0,2500,498.643829,95.901909
1,0,0,6000,702.156272,1069.874481
1,2732.66,184.19,16500,2548.494077,388.363232
1,200,0,1200,550.95426,290.977264
1,0,0,2400,495.667079,974.797056
1,431.52,0,7000,417.892105,182.596244
1,2421.85,1953.2,9000,1421.087219,422.043729
0.8,387.66,0,1200,211.00385,174.40662
1,338.4,338.4,1000,384.287358,135.392627
1,0,0,7000,1914.79158,3654.599824
1,2235.12,1132.72,10500,1489.016246,1494.385566
1,0,0,10500,1623.620841,1571.575974
0.363636,51.16,51.16,3000,160.554337,166.879157
0.909091,203.08,203.08,2000,1309.186831,204.315088
1,747.62,0,2500,306.649908,215.800967
1,0,0,3000,182.533898,155.060934
1,62.46,62.46,4000,1080.520104,448.013699
0.727273,1019,900,4500,1274.379409,161.692199
1,0,0,8000,3810.594316,2642.808941
0.454545,3649.83,0,7500,209.217046,164.503829
0.454545,297.4,0,6000,595.460601,173.255085
0,19.25,19.25,4000,0,
1,1461.15,427.12,7500,1334.893122,193.531249
1,80.44,80.44,2500,104.97817,67.789985
1,374.81,41.61,7000,5283.297064,1589.293892
1,1181.03,573.63,4500,1047.448996,181.476998
0.727273,784,125,10500,514.650308,159.17308
1,0,0,1500,259.780798,423.779107
0.818182,1402.4,261.9,7200,1262.938606,239.059144
0.363636,0,0,1200,3338.597271,9.550733
1,3398.12,3302.28,3000,9000.706634,4255.297059
0.909091,3916.8,1746.43,3000,3291.567762,144.195071
0.909091,0,0,10000,6291.189848,1246.208875
1,33.4,33.4,3700,2508.700414,170.113751
1,0,0,4000,769.962086,1698.5381
1,1293.7,568.1,1200,894.932094,204.619343
1,626.69,0,2500,786.571498,311.637186
0.909091,2607.88,1464.92,4000,1954.784637,154.583752
1,0,0,8000,1383.938805,1295.228551
1,0,0,1200,883.943797,216.195821
1,1266.03,1096.03,1800,729.118157,189.433393
0.111111,0,0,2500,0,
1,393.49,0,600,795.860389,213.548011
1,1384.92,1384.92,13000,2814.59508,2308.020257
0.636364,1115.92,1115.92,3500,1506.34522,85.99372
0.181818,0,0,2500,9724.871142,332.480788
1,0,0,2400,445.866028,1043.148468
1,738.65,738.65,7500,899.2372,170.492035
1,0,0,1500,1751.449835,477.001326
1,2161.22,0,5000,1663.048553,148.790482
1,0,0,7700,1116.896212,25697.63772
1,551.93,551.93,2500,437.19547,194.026175
1,0,0,5000,809.451322,673.513777
1,3380.44,1930.52,3500,5451.794841,385.003688
1,1146.74,350,1000,1273.063087,252.66907
1,248.74,248.74,2500,1082.286757,384.449529
1,0,0,6500,877.767833,1454.215974
1,715.81,0,10000,694.102974,724.758705
1,1535.49,331.8,1000,778.913464,149.966517
0.636364,114,114,2700,123.400772,44.25482
1,1788.84,1788.84,18000,40627.59524,2149.990102
1,461.68,260.68,4500,282.328051,183.50739
1,358.49,358.49,2500,479.607061,141.652641
1,86.9,0,7500,253.775702,210.961925
1,1867.9,443.03,6500,2080.403638,204.877516
0.909091,553.36,413.36,3000,2515.38256,56.937337
1,1282.2,1282.2,1200,1407.623536,1230.452069
1,0,0,1500,619.975821,519.49072
0.857143,498.96,498.96,2500,414.718951,1517.202791
1,1858.33,478.33,4500,1934.821016,177.124786
0.545455,354,0,16500,4555.965464,211.04268
1,1296.2,550.38,1800,18.125527,110.486344
1,1456,1095,2500,1416.600792,139.685178
0.909091,175,0,1200,212.558928,223.193529
1,0,20,1200,284.731156,331.10383
1,450,450,1000,386.571651,131.349565
1,0,0,1200,3566.140224,473.448279
1,0,0,2500,433.218956,837.7785
1,0,0,3500,817.050377,825.529474
1,1582.84,27.95,2500,565.380786,486.702058
1,0,0,3000,548.182704,515.520727
0.181818,27.42,27.42,1800,228.417814,175.836378
1,0,0,1200,426.206835,217.958559
0.454545,0,0,2000,2678.249487,114.91159
1,607,0,1200,466.149713,906.697643
0.727273,1027.64,0,6000,1007.971531,106.407569
1,0,0,1800,842.814061,405.72085
1,70,70,1000,105.954038,229.157988
1,2196,41.66,1800,2142.056177,184.805024
0.090909,91.26,91.26,3500,0,
0.666667,480,0,1500,38.770699,86.542118
1,282.39,282.39,1000,722.645708,935.878792
0.833333,710.8,570.8,4900,364.205524,3231.905456
1,0,0,1100,218.648513,598.910658
0.857143,0,0,1500,2104.053736,257.650259
0.909091,1765.38,1680.58,9500,1661.464986,135.26688
1,0,0,1600,3056.718074,429.217423
0.272727,57,57,5000,164.041195,124.16248
1,1123.42,257.64,4500,4772.462052,948.702747
1,5055.77,2123.86,1900,4826.844372,1879.122243
1,717.24,0,18000,4002.194556,3843.924668
1,8168.9,5167.93,16500,7455.296139,232.694923
1,548.79,0,3500,3817.151157,852.200705
1,853,853,4000,784.917897,276.484296
1,4044.14,1082.34,6700,6312.820074,520.454965
1,115.5,0,1200,446.088328,356.432463
1,0,0,9500,1419.130675,1076.233929
1,345.3,0,6500,2010.926039,2784.103858
1,956.05,137.32,2500,915.734963,592.444909
1,0,0,11500,4930.710131,4974.373221
0.636364,82.85,82.85,3500,100.08381,108.827629
1,248.75,0,6000,568.025868,562.654151
1,0,0,11500,13956.71873,1633.85526
1,400.98,400.98,12500,2008.360568,1704.533297
1,1194.52,1194.52,6000,2722.095294,2670.210603
1,0,0,1200,48.739156,97.986182
1,0,0,7500,2640.103648,1789.614843
1,908.15,908.15,3000,4361.679346,943.46896
1,1237.37,789.77,4500,833.893431,279.421489
1,151.92,151.92,1000,111.631804,111.312954
1,64,64,2550,179.083715,212.119486
1,1002.93,177.04,4000,328.446221,344.205824
0.545455,0,0,5000,9933.62261,684.647727
1,248.44,235.44,1200,219.96077,174.71331
0.636364,1277.5,1277.5,2500,1315.820451,173.58488
1,290.6,0,2000,315.279531,170.973738
1,519.79,0,1200,642.723631,436.088187
0.636364,70,0,2500,464.687342,178.912575
1,1282.38,1282.38,11500,930.179257,179.698273
1,0,0,11000,1029.476417,921.100658
1,0,0,8000,2369.167737,226.016919
1,0,0,7000,1474.388466,927.057881
1,0,0,4500,331.387568,600.297574
1,261.16,261.16,4000,230.605229,179.077671
0.454545,1147.23,75.53,4000,1460.796216,80.470536
1,0,0,3000,1360.117166,1562.665426
0.9,2253.98,1333.44,9000,1132.237548,960.131857
1,0,0,6500,1746.672526,194.539211
1,189.85,0,3000,184.60455,100.687061
1,0,0,6000,1292.534876,1605.355165
0.181818,0,0,1000,1628.657052,11.51534
1,3987.01,455.77,7500,1423.187576,1583.370963
1,0,0,6500,666.186973,655.620366
1,626.28,415.58,3000,729.334233,164.106431
1,0,0,1000,327.333462,308.017569
1,675.89,175.5,12000,2639.956641,3049.937917
1,0,0,13000,2132.826323,4814.853217
1,13.66,13.66,7000,1703.339459,208.367436
1,5393.36,3298.92,3000,4173.119357,5573.463031
1,0,0,2900,639.484442,640.261805
1,2315.86,976.6,4000,3176.971719,462.419982
1,2650.91,527.01,7000,1416.618009,427.14706
1,3211.86,1791.28,11000,3198.261943,960.856638
0.636364,229.48,0,3050,392.882251,132.864883
0.818182,254,170,3000,248.076679,185.502626
1,3145.79,2148.5,6000,995.065501,387.473541
0.818182,971.2,0,1000,1922.505496,124.779308
0.636364,0,0,3000,346.494649,159.136566
0.454545,98.83,0,7000,116.299635,145.320085
1,0,0,1200,206.505212,316.230814
0.545455,4440.8,0,1500,7150.995346,119.097785
0.909091,0,0,4000,720.558343,334.635642
1,250,250,10000,4669.193554,893.368255
1,0,0,1200,224.204359,551.721679
1,305.6,0,16500,2547.923816,1602.370029
1,1315.39,1002.31,3500,1123.656185,182.23728
1,433.5,159.56,9000,465.466079,148.914581
1,744.9,75,4000,449.758817,647.309788
1,0,0,1800,528.612762,607.334479
0.181818,368.47,0,2500,174.470592,167.4688
0.272727,50,0,5500,2074.177677,162.04957
1,562.5,562.5,1500,987.794574,861.298259
1,0,0,1500,214.423727,362.96484
0,581,581,1000,692.523718,
1,0,0,1200,446.251464,228.206218
0.727273,992.88,0,4500,791.103098,148.537836
1,4939.1,0,6000,3952.187547,5234.368383
1,74.42,74.42,700,353.250281,492.588377
0.363636,99,0,6000,196.556706,85.643203
1,387,387,3000,335.472854,122.280528
1,0,0,1800,2163.873958,329.166007
0.818182,182.1,148.5,6000,255.074373,93.628909
0.9,3648.73,1131.3,7000,586.67656,558.834333
1,48.78,0,500,256.731955,259.3518
1,1468.1,0,3000,1502.962138,110.071016
0.909091,158.24,158.24,2500,625.314406,632.198197
0.363636,25.69,0,4500,163.352538,128.336305
1,548.85,163.56,1200,381.15677,213.8837
1,0,0,12000,2165.252987,2164.447843
0.909091,2754.49,780.49,13000,4843.691023,774.60303
0.818182,230,0,1200,443.364076,271.562248
0.545455,310.44,310.44,4000,2493.243567,222.654608
0.333333,0,0,3000,0,
1,349.12,0,2700,383.414493,163.463142
1,1536.31,1191.4,3000,1639.344093,161.467632
1,0,0,3000,869.193769,910.703762
0.5,225.02,113.32,10000,315.246249,118.313994
1,45.65,0,1000,303.450157,456.016895
0.181818,242.9,0,1500,85.290895,174.958496
1,0,0,6000,1499.401344,765.099049
1,400.19,0,8500,363.703322,177.221407
0.7,33.38,33.38,1000,514.002301,148.330512
1,325.95,121.99,2400,290.888289,369.130795
0.454545,0,0,1200,243.64342,173.667325
1,0,0,4500,1456.274689,1310.022633
1,780,780,3000,1338.303471,598.649198
1,0,0,1800,700.732344,755.249544
1,1441.32,1066.68,6000,1055.392983,988.408977
1,243,0,1200,529.091477,919.446681
1,589.59,424.59,5000,839.728514,184.635553
1,0,0,1200,1844.110066,185.379277
1,424.76,424.76,5000,504.56116,337.959338
1,2786.08,2022.26,4500,1399.589495,244.198717
1,545.34,288,1500,384.809868,189.1629
1,337.98,337.98,3000,1043.396353,1046.955311
0.833333,1078.89,233.9,5000,164.080259,191.069553
1,886.56,886.56,1000,724.171914,2256.223464
1,830.45,0,6000,497.263402,239.606651
1,4079.01,3572.01,11500,2038.201869,1375.326986
1,540,0,11500,1174.80652,1147.961544
1,3603,1612.95,6000,2912.826118,186.295633
1,962.78,684.3,1000,402.895757,794.825011
1,10903.22,3061.43,12000,10799.00074,235.88019
0.333333,405.93,0,6500,831.748202,165.599724
1,627.42,627.42,2500,288.225797,174.799517
0.909091,190,0,1500,795.189855,331.294133
1,71.52,71.52,1500,55.180487,69.3025
1,0,0,2500,498.592426,250.571856
1,0,0,5000,5965.070573,2108.574767
0.571429,0,0,1200,440.939379,39.551362
0.636364,0,0,4000,600.277524,369.688294
0.636364,92.2,92.2,3000,152.592178,125.684033
1,1321.52,0,4500,527.949934,264.030133
1,987.26,114.62,6500,1605.098906,212.082883
0.545455,2166.56,2166.56,3000,1969.308069,100.53897
0.545455,350.94,66.65,5000,1191.823088,195.006921
1,632.3,432.3,2000,606.576346,173.221204
1,2997.02,1174,7000,2199.48968,244.279734
0.909091,0,0,2500,2793.487295,545.874795
0.363636,456.7,0,1200,312.287787,163.340754
1,515.14,446.14,4500,281.491353,280.482025
1,1960.18,1654,3000,2043.814652,324.863481
1,11.35,11.35,1200,421.348577,206.637191
1,0,0,8000,578.458133,1031.5915
0.909091,344.75,55.45,2500,2026.647785,172.765035
1,308.22,308.22,2000,331.111373,162.258275
0.818182,335.38,65.38,3000,413.920617,122.063597
0.636364,272.34,272.34,1500,386.322209,104.5487
1,1562.74,582.75,9000,3770.423728,1262.016427
0.727273,1090,1090,4500,1015.891727,166.102478
1,435.04,0,1200,686.958695,847.988773
0.545455,300,300,11500,619.179957,162.175915
0.909091,1814.64,200,4000,1847.959268,81.667964
1,637.84,637.84,4500,888.272466,210.538977
1,1580.56,878.95,2500,3992.8893,185.418931
1,0,0,5500,1033.581612,746.430888
1,110,0,8000,228.192095,73.146612
1,1730.3,329.15,2500,2293.371099,179.553478
1,108.39,108.39,1500,56.561603,174.299229
1,1399.55,0,7500,471.663042,209.623931
1,755.14,272.24,6500,2284.482833,247.277952
0.454545,1591.48,1372.68,2000,1496.045221,72.016021
0.636364,0,0,10000,11508.41333,1296.671661
0.727273,693.89,693.89,1500,1954.590955,700.486647
0,94.5,94.5,1500,0,
1,0,0,4500,1041.187421,1583.295751
1,78.09,78.09,4000,93.718849,256.977391
0.545455,321.07,0,3000,285.785253,52.529089
1,2073.54,0,700,1633.858307,156.422554
0.9,0,0,8000,1156.310659,1880.717414
0.363636,130.32,130.32,1500,64.34569,100.347627
1,4492.85,3415.9,10000,3853.65899,708.700191
1,0,0,2500,601.740186,1085.79506
1,1355.77,135.32,4000,553.207757,351.43166
0.818182,1553.8,0,16500,1921.042991,125.895667
0.636364,206.69,206.69,2000,259.021737,95.4525
0.222222,1709,0,2283.333333,5120.550705,259.56173
1,469.62,469.62,4000,744.854844,68.98672
0.272727,149.55,0,5000,447.377119,97.176376
0.545455,152.02,152.02,1000,219.445915,99.133361
1,147.48,147.48,3000,137.105608,124.544483
1,440.57,394.92,1000,684.090131,591.385845
1,281.97,281.97,1000,298.808637,232.286208
1,2317.89,601.87,5500,647.118596,769.790351
0.363636,448,258,3000,1262.320878,132.889435
1,329.47,329.47,1800,789.269658,798.373689
0.454545,250,250,1200,475.347623,173.942309
1,146.73,0,3000,2817.269516,523.086888
0.818182,552.66,476.66,500,1123.972876,332.553992
0.454545,1160,1160,7000,1587.607855,78.175369
0.909091,0,0,11000,1257.708437,1029.681413
0.666667,319.67,0,7500,103.198108,55.782805
1,2148.34,1510,5000,1951.521978,147.236428
1,1506.92,693.9,2500,1567.278435,167.076537
1,0,0,1500,1275.071841,293.203915
1,677.68,22,3000,809.678399,148.487769
1,2529.64,1515.32,7500,2334.314811,200.435964
0.9,4569.65,2820.71,30000,5772.813158,472.103929
0.909091,2061.48,448.42,8500,1937.914753,144.660755
1,198.96,172.36,11000,2337.875284,3171.185979
1,0,0,9700,803.519921,548.26632
1,0,0,4000,560.883507,436.589785
0.857143,462.33,0,1200,514.839542,318.922693
1,5967.42,951.34,11500,3012.483841,811.061687
1,483.4,0,2000,394.907752,280.049702
1,1606.51,1606.51,1000,1844.561564,449.515886
1,0,0,3500,692.136868,877.674613
0.727273,408.59,0,2500,2095.952073,250.856639
0.857143,0,0,2000,290.690807,251.393985
1,1697.15,1574.25,7500,1161.146904,390.404693
0.272727,0,0,3000,101.7826,203.285024
1,2894.04,310.22,20000,1302.79339,1245.948419
1,534.26,168.75,16000,3007.94197,807.008705
1,3220.25,3011.76,5500,448.564207,559.391166
1,266,0,1500,284.966485,302.737808
1,0,0,6500,653.211583,587.112789
1,315,315,1000,294.181491,166.626282
0.909091,1433.99,690,4000,1363.134203,141.64886
1,0,0,3000,936.856845,163.934517
1,1324.82,324.7,6000,610.477936,361.259813
0.909091,84,0,2000,474.054081,222.202924
0.636364,377.62,377.62,2500,548.900318,99.168927
0.454545,328.1,0,6500,437.845434,117.947254
0.272727,60,0,6000,250.155585,122.06814
0.363636,246.29,0,500,149.886496,23.3231
0.363636,281.7,0,7500,401.455848,75.081916
0.909091,0,0,8000,6049.990217,517.090852
1,839.65,24,4000,740.325412,1010.532573
1,0,0,2500,607.215424,496.404113
0,265.76,265.76,1500,288.141157,14.094123
0.818182,59.8,0,500,98.211239,119.964053
1,231.41,231.41,2500,107.242408,257.56864
1,480,350,1000,113.970639,100.59858
0,0,0,500,2437.932505,
1,0,0,1200,27.832777,7751.321328
1,0,0,3500,244.853194,748.670976
0.727273,62.53,0,1700,1637.518241,110.864194
1,594.88,460.98,9000,732.79341,1135.596349
0.454545,1489.28,570.8,3500,1858.087268,176.445411
1,1352.52,0,10000,782.875155,760.415003
1,0,0,4500,1161.817205,902.109479
1,0,0,2100,292.271318,282.262223
1,4164.14,948.6,4000,3958.926162,203.066713
1,183.6,183.6,1500,141.055898,171.950243
0.888889,0,0,3000,1450.04403,229.914965
1,0,0,3000,180.865117,301.842645
0.181818,159.6,159.6,4500,966.963956,14.83825
1,0,0,1500,576.243687,407.81451
1,37.3,0,1000,164.343581,176.441403
0.636364,0,0,500,511.341658,186.033645
0.909091,232.45,232.45,1800,243.407128,141.988053
1,4760.11,1852.93,4000,3632.719723,239.701062
1,1469.66,42.23,3000,4047.049777,1682.737989
1,832.7,0,4000,265.237605,226.573606
0.818182,99.8,0,3000,3497.925485,512.876256
0.090909,45.87,45.87,3000,89.700598,14.369082
0.909091,341.45,341.45,5000,361.47312,156.23979
1,2893.57,1202.94,10000,2567.609796,182.974604
1,177.62,0,4000,577.131439,624.924987
0.545455,125,125,1500,155.940858,97.910986
0.272727,0,0,1800,109.424145,229.044312
0.545455,588.02,516.72,7000,1596.674994,241.434175
0.818182,250,211,1000,282.556704,149.753219
0.181818,26.49,0,7500,78.573329,42.09528
1,60.82,60.82,3500,856.196277,889.485238
1,0,0,600,239.847051,336.627401
0.181818,300,300,4000,368.807294,
1,792.68,350.78,3500,697.332323,611.827896
1,1093,0,7500,1226.547045,218.206833
1,0,0,12000,3005.016513,929.740389
1,209.1,0,1800,443.628394,417.620633
1,2884.42,1556.59,4500,1355.527973,555.596549
1,371.16,371.16,2000,205.804949,170.367631
1,5683.71,5463.73,3000,4752.379612,8296.912755
1,790.8,790.8,5000,1325.639966,848.308643
1,303.03,294,3000,1512.770602,615.208288
1,2435.21,753.32,7500,2024.009974,193.289032
0.25,0,0,1500,1272.269385,28.024972
0.818182,1262.28,0,10500,1350.541585,218.810614
0.909091,0,0,3000,175.911508,145.244181
0.272727,88.04,0,1500,553.411253,85.677168
